employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason,attrition_flag,hire_year,hire_month,exit_year,exit_month,age_band,salary_band,perf_category,engagement_risk,salary_L
EMP1920,Tristan Mann,Male,38,Bachelor's,Pune,Finance,Mid Finance Specialist,Mid,Full-time,2019-06-12,,5.56,1176158,4.3,4.1,8,2,EMP1042,No,Active,0,2019,6,,,36-45,9-14L,Excellent,0,11.76
EMP1921,Ladli Subramaniam,Female,40,Bachelor's,Pune,Operations,Lead Operations Specialist,Lead,Part-time,2020-07-08,,4.48,1029745,1.0,4.2,72,0,EMP1066,No,Active,0,2020,7,,,36-45,9-14L,Low,0,10.3
EMP1922,Nirja Bhalla,Non-binary,46,Bachelor's,Chennai,HR,Lead HR Specialist,Lead,Full-time,2015-12-26,,9.02,1140191,3.6,3.6,39,0,EMP1095,No,Active,0,2015,12,,,46+,9-14L,Good,0,11.4
EMP1923,Pranav Krish,Male,46,Master's,Kolkata,Operations,Junior Operations Specialist,Junior,Contract,2018-09-15,,6.3,299253,3.1,4.6,6,0,EMP1038,No,Active,0,2018,9,,,46+,<5L,Good,0,2.99
EMP1924,Kabir Jhaveri,Male,49,Bachelor's,Chennai,Marketing,Junior Marketing Specialist,Junior,Part-time,2019-05-17,,5.63,328087,4.2,2.9,72,0,EMP1086,No,Active,0,2019,5,,,46+,<5L,Excellent,0,3.28
EMP1925,Ayushman Nagar,Female,28,Master's,Mumbai,Operations,Junior Operations Specialist,Junior,Full-time,2021-06-10,,3.56,567704,3.7,2.7,16,0,EMP1078,No,Active,0,2021,6,,,26-35,5-9L,Good,0,5.68
EMP1926,Arunima Chatterjee,Male,32,Diploma,Chennai,Sales,Manager Sales Specialist,Manager,Full-time,2015-06-11,,9.56,1058732,2.3,3.0,42,0,EMP1035,No,Active,0,2015,6,,,26-35,9-14L,Average,0,10.59
EMP1927,Bhavna Dave,Female,25,PhD,Hyderabad,Sales,Junior Sales Specialist,Junior,Full-time,2017-06-08,,7.57,521384,4.1,4.5,30,0,EMP1058,No,Active,0,2017,6,,,26-35,5-9L,Excellent,0,5.21
EMP1928,Girish Tripathi,Male,27,Master's,Pune,Operations,Mid Operations Specialist,Mid,Part-time,2017-03-24,,7.78,627901,3.8,4.3,19,0,EMP1027,No,Active,0,2017,3,,,26-35,5-9L,Good,0,6.28
EMP1929,Azaan Divan,Male,28,Bachelor's,Bengaluru,Finance,Junior Finance Specialist,Junior,Part-time,2020-06-26,,4.52,983840,3.8,3.0,50,0,EMP1066,No,Active,0,2020,6,,,26-35,9-14L,Good,0,9.84
EMP1930,Yashodhara Dua,Male,49,Bachelor's,Delhi,Engineering,Junior Engineering Specialist,Junior,Contract,2020-02-15,,4.88,463076,3.7,4.3,12,0,EMP1084,No,Active,0,2020,2,,,46+,<5L,Good,0,4.63
EMP1931,Eiravati Kohli,Female,22,Diploma,Delhi,Engineering,Mid Engineering Specialist,Mid,Part-time,2022-11-12,,2.14,903496,4.0,4.7,45,0,EMP1032,No,Active,0,2022,11,,,18-25,9-14L,Excellent,0,9.03
EMP1932,Dev Bhavsar,Male,23,Bachelor's,Kolkata,Finance,Junior Finance Specialist,Junior,Full-time,2015-02-07,,9.9,515828,4.0,3.9,41,0,EMP1054,No,Active,0,2015,2,,,18-25,5-9L,Excellent,0,5.16
EMP1933,Ekiya Bobal,Male,47,PhD,Mumbai,Engineering,Lead Engineering Specialist,Lead,Full-time,2019-09-14,,5.3,1488764,4.3,3.6,18,1,EMP1004,No,Active,0,2019,9,,,46+,14-20L,Excellent,0,14.89
EMP1934,Ojas Raghavan,Male,32,Bachelor's,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2018-06-07,,6.57,1585283,2.7,3.5,64,0,EMP1019,No,Active,0,2018,6,,,26-35,14-20L,Average,0,15.85
EMP1935,Dayita Saraf,Female,27,Bachelor's,Delhi,Operations,Manager Operations Specialist,Manager,Contract,2015-07-10,,9.48,1660361,2.8,3.0,15,0,EMP1009,No,Active,0,2015,7,,,26-35,14-20L,Average,0,16.6
EMP1936,Orinder Doctor,Female,26,PhD,Kolkata,Legal,Junior Legal Specialist,Junior,Full-time,2020-05-02,,4.67,1361839,3.3,2.9,43,0,EMP1033,No,Active,0,2020,5,,,26-35,9-14L,Good,0,13.62
EMP1937,Caleb Mand,Female,37,Master's,Kolkata,Operations,Junior Operations Specialist,Junior,Part-time,2022-05-12,,2.64,644544,3.2,1.9,29,0,EMP1066,No,Active,0,2022,5,,,36-45,5-9L,Good,0,6.45
EMP1938,Unnati Hayer,Female,31,Diploma,Bengaluru,Marketing,Junior Marketing Specialist,Junior,Full-time,2016-08-07,,8.41,531971,3.6,3.6,36,0,EMP1085,No,Active,0,2016,8,,,26-35,5-9L,Good,0,5.32
EMP1939,Girish Barman,Female,50,Bachelor's,Mumbai,HR,Mid HR Specialist,Mid,Full-time,2022-12-20,,2.03,663926,2.7,4.2,51,1,EMP1075,No,Active,0,2022,12,,,46+,5-9L,Average,0,6.64
EMP1940,Ikbal Chacko,Non-binary,22,Bachelor's,Bengaluru,Engineering,Senior Engineering Specialist,Senior,Part-time,2015-05-21,,9.62,2011395,4.2,2.2,34,0,EMP1042,No,Active,0,2015,5,,,18-25,20L+,Excellent,0,20.11
EMP1941,Ishaan Grover,Female,40,Bachelor's,Mumbai,HR,Junior HR Specialist,Junior,Full-time,2020-05-23,,4.61,490304,2.8,2.9,37,0,EMP1016,No,Active,0,2020,5,,,36-45,<5L,Average,1,4.9
EMP1942,Krishna Dixit,Female,30,Bachelor's,Kolkata,Sales,Senior Sales Specialist,Senior,Full-time,2022-05-08,,2.65,1395377,2.6,4.3,74,0,EMP1013,No,Active,0,2022,5,,,26-35,9-14L,Average,0,13.95
EMP1943,Kabir Goda,Male,22,High School,Mumbai,Finance,Senior Finance Specialist,Senior,Full-time,2018-11-03,,6.16,1417021,3.2,3.4,62,1,EMP1016,No,Active,0,2018,11,,,18-25,14-20L,Good,0,14.17
EMP1944,Liam Behl,Male,52,Bachelor's,Kolkata,Finance,Senior Finance Specialist,Senior,Contract,2018-04-26,,6.69,1023254,1.8,4.2,27,0,EMP1066,No,Active,0,2018,4,,,46+,9-14L,Low,0,10.23
EMP1945,Baljiwan Bobal,Female,26,Master's,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2022-08-19,2024-12-18,2.37,504212,2.4,3.0,72,0,EMP1030,Yes,Limited growth,1,2022,8,2024.0,12.0,26-35,5-9L,Average,0,5.04
EMP1946,Girish Joshi,Male,42,PhD,Mumbai,Engineering,Senior Engineering Specialist,Senior,Part-time,2020-12-14,,4.05,1330359,4.5,2.4,23,0,EMP1079,No,Active,0,2020,12,,,36-45,9-14L,Excellent,0,13.3
EMP1947,Zayan Mukhopadhyay,Male,34,Diploma,Hyderabad,Legal,Mid Legal Specialist,Mid,Contract,2017-04-08,,7.74,1259039,1.0,3.8,63,0,EMP1093,No,Active,0,2017,4,,,26-35,9-14L,Low,0,12.59
EMP1948,Chaitanya Iyer,Male,51,Master's,Pune,Engineering,Manager Engineering Specialist,Manager,Contract,2015-01-02,,10.0,1465904,4.8,4.7,11,1,EMP1018,No,Active,0,2015,1,,,46+,14-20L,Excellent,0,14.66
EMP1949,Kashvi Zacharia,Male,40,Bachelor's,Kolkata,Legal,Junior Legal Specialist,Junior,Full-time,2016-10-18,,8.21,896012,3.6,3.2,32,2,EMP1036,No,Active,0,2016,10,,,36-45,5-9L,Good,0,8.96
EMP1950,Adya Sundaram,Female,28,Bachelor's,Chennai,HR,Junior HR Specialist,Junior,Full-time,2019-07-03,,5.5,340016,4.0,2.7,45,0,EMP1016,No,Active,0,2019,7,,,26-35,<5L,Excellent,0,3.4
EMP1951,Tanish Shroff,Male,36,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Full-time,2020-11-17,,4.12,746040,3.8,4.1,62,0,EMP1097,No,Active,0,2020,11,,,36-45,5-9L,Good,0,7.46
EMP1952,Yahvi Peri,Male,40,Bachelor's,Chennai,Legal,Manager Legal Specialist,Manager,Full-time,2018-10-30,2021-12-09,6.18,2688942,4.2,3.2,66,1,EMP1029,Yes,Better compensation,1,2018,10,2021.0,12.0,36-45,20L+,Excellent,0,26.89
EMP1953,Chakrika Parekh,Male,44,High School,Hyderabad,Legal,Mid Legal Specialist,Mid,Full-time,2015-12-29,,9.01,1479587,3.0,3.6,17,2,EMP1036,No,Active,0,2015,12,,,36-45,14-20L,Good,0,14.8
EMP1954,Pranav Sinha,Male,43,PhD,Delhi,Finance,Lead Finance Specialist,Lead,Full-time,2023-03-20,,1.79,1441873,2.0,3.0,16,1,EMP1063,No,Active,0,2023,3,,,36-45,14-20L,Average,0,14.42
EMP1955,Jagdish Bains,Male,46,PhD,Hyderabad,Sales,Junior Sales Specialist,Junior,Full-time,2020-07-20,,4.45,486197,3.1,3.1,76,0,EMP1067,No,Active,0,2020,7,,,46+,<5L,Good,0,4.86
EMP1956,Forum Chatterjee,Female,42,Diploma,Pune,Finance,Manager Finance Specialist,Manager,Full-time,2022-06-27,,2.52,1637071,3.5,2.9,34,0,EMP1087,No,Active,0,2022,6,,,36-45,14-20L,Good,0,16.37
EMP1957,Ladli Varkey,Male,42,Master's,Kolkata,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-10-09,,3.23,2189930,4.3,3.6,70,0,EMP1052,No,Active,0,2021,10,,,36-45,20L+,Excellent,0,21.9
EMP1958,Chaitaly Bhalla,Female,32,Bachelor's,Hyderabad,Operations,Lead Operations Specialist,Lead,Part-time,2022-01-16,2023-11-17,2.96,1291396,3.4,2.9,62,1,EMP1033,Yes,Better compensation,1,2022,1,2023.0,11.0,26-35,9-14L,Good,0,12.91
EMP1959,Bina Sachdeva,Male,47,Bachelor's,Hyderabad,Sales,Mid Sales Specialist,Mid,Full-time,2022-08-29,,2.34,786824,4.1,2.8,37,1,EMP1021,No,Active,0,2022,8,,,46+,5-9L,Excellent,0,7.87
EMP1960,Kalpit Golla,Female,27,PhD,Kolkata,Operations,Junior Operations Specialist,Junior,Full-time,2023-08-24,,1.36,526440,2.9,3.3,49,1,EMP1095,No,Active,0,2023,8,,,26-35,5-9L,Average,0,5.26
EMP1961,Amrita Chander,Male,37,Master's,Kolkata,Operations,Lead Operations Specialist,Lead,Full-time,2017-07-21,2018-10-24,7.45,1138062,2.3,2.4,37,2,EMP1063,Yes,Work-life balance,1,2017,7,2018.0,10.0,36-45,9-14L,Average,1,11.38
EMP1962,Yutika Radhakrishnan,Male,25,Bachelor's,Delhi,Operations,Mid Operations Specialist,Mid,Contract,2019-11-29,,5.09,797696,4.1,3.8,75,0,EMP1072,No,Active,0,2019,11,,,26-35,5-9L,Excellent,0,7.98
EMP1963,Urishilla Sami,Male,41,Diploma,Chennai,HR,Mid HR Specialist,Mid,Full-time,2019-06-19,,5.54,752594,3.6,4.4,37,0,EMP1044,No,Active,0,2019,6,,,36-45,5-9L,Good,0,7.53
EMP1964,Thomas Dhaliwal,Female,48,PhD,Kolkata,Marketing,Mid Marketing Specialist,Mid,Full-time,2019-06-14,,5.55,693372,3.3,4.0,76,3,EMP1042,No,Active,0,2019,6,,,46+,5-9L,Good,0,6.93
EMP1965,Falan Kapadia,Non-binary,22,Master's,Kolkata,Engineering,Director Engineering Specialist,Director,Full-time,2019-12-18,,5.04,1789409,3.3,3.8,32,0,EMP1029,No,Active,0,2019,12,,,18-25,14-20L,Good,0,17.89
EMP1966,Hiral Sani,Male,41,Master's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2017-06-03,,7.58,906885,2.9,1.4,74,3,EMP1025,No,Active,0,2017,6,,,36-45,9-14L,Average,1,9.07
EMP1967,Charvi Chaudhary,Non-binary,45,Bachelor's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Contract,2020-10-25,,4.19,1577202,3.3,4.9,37,0,EMP1047,No,Active,0,2020,10,,,46+,14-20L,Good,0,15.77
EMP1968,Ishaan Dalal,Female,44,Bachelor's,Pune,HR,Manager HR Specialist,Manager,Full-time,2017-08-19,2019-05-21,7.37,1030387,4.1,3.9,16,3,EMP1065,Yes,Limited growth,1,2017,8,2019.0,5.0,36-45,9-14L,Excellent,0,10.3
EMP1969,Barkha Basak,Male,33,Master's,Chennai,Operations,Senior Operations Specialist,Senior,Contract,2021-01-01,,4.0,848505,3.5,3.8,32,0,EMP1074,No,Active,0,2021,1,,,26-35,5-9L,Good,0,8.49
EMP1970,Bahadurjit Dave,Male,27,Bachelor's,Hyderabad,Marketing,Lead Marketing Specialist,Lead,Full-time,2020-02-29,,4.84,1701884,2.9,3.3,11,2,EMP1062,No,Active,0,2020,2,,,26-35,14-20L,Average,0,17.02
EMP1971,Atharv Munshi,Male,50,Master's,Chennai,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-08-28,2024-12-18,8.35,1296147,3.9,2.7,59,1,EMP1018,Yes,Better compensation,1,2016,8,2024.0,12.0,46+,9-14L,Good,0,12.96
EMP1972,Kala Sachar,Male,29,Master's,Pune,Engineering,Director Engineering Specialist,Director,Contract,2017-05-31,,7.59,3805103,3.0,3.6,22,1,EMP1088,No,Active,0,2017,5,,,26-35,20L+,Good,0,38.05
EMP1973,Gauri Lalla,Female,46,High School,Pune,HR,Senior HR Specialist,Senior,Full-time,2015-01-28,,9.93,851846,3.9,2.3,56,1,EMP1094,No,Active,0,2015,1,,,46+,5-9L,Good,0,8.52
EMP1974,Alexander Gour,Male,25,Diploma,Pune,Marketing,Junior Marketing Specialist,Junior,Full-time,2021-09-29,2024-10-06,3.26,513977,1.6,1.7,53,1,EMP1049,Yes,Work-life balance,1,2021,9,2024.0,10.0,26-35,5-9L,Low,1,5.14
EMP1975,Ekaja Sachar,Male,35,PhD,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2016-07-21,,8.45,986202,3.0,3.5,37,0,EMP1030,No,Active,0,2016,7,,,36-45,9-14L,Good,0,9.86
EMP1976,Mekhala Pandya,Female,22,PhD,Bengaluru,Sales,Mid Sales Specialist,Mid,Contract,2022-04-05,,2.74,518363,3.0,4.9,11,1,EMP1013,No,Active,0,2022,4,,,18-25,5-9L,Good,0,5.18
EMP1977,Tara Sodhi,Male,50,Master's,Delhi,Engineering,Junior Engineering Specialist,Junior,Part-time,2020-12-07,,4.07,458092,3.7,3.9,26,0,EMP1080,No,Active,0,2020,12,,,46+,<5L,Good,0,4.58
EMP1978,Yashica Lata,Female,50,Bachelor's,Kolkata,Marketing,Mid Marketing Specialist,Mid,Contract,2021-01-01,2022-02-11,4.0,798347,3.9,3.7,26,0,EMP1057,Yes,Work-life balance,1,2021,1,2022.0,2.0,46+,5-9L,Good,0,7.98
EMP1979,Sarthak Chawla,Male,51,Bachelor's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2015-06-08,,9.57,764689,3.3,4.2,27,1,EMP1022,No,Active,0,2015,6,,,46+,5-9L,Good,0,7.65
EMP1980,Triya Din,Female,52,Master's,Chennai,Sales,Manager Sales Specialist,Manager,Full-time,2020-07-31,,4.42,1198890,2.5,2.2,53,1,EMP1015,No,Active,0,2020,7,,,46+,9-14L,Average,1,11.99
EMP1981,Victor Baria,Female,37,Bachelor's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-09-26,,9.27,1739419,4.1,3.9,11,2,EMP1062,No,Active,0,2015,9,,,36-45,14-20L,Excellent,0,17.39
EMP1982,Theodore Dhillon,Female,24,Master's,Delhi,HR,Lead HR Specialist,Lead,Contract,2022-05-25,,2.61,1215399,2.7,2.8,76,1,EMP1069,No,Active,0,2022,5,,,18-25,9-14L,Average,1,12.15
EMP1983,Chandani Parikh,Female,31,Diploma,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-06-28,,1.51,1072618,4.3,2.5,52,0,EMP1004,No,Active,0,2023,6,,,26-35,9-14L,Excellent,0,10.73
EMP1984,Dev Chana,Male,47,Master's,Kolkata,Sales,Mid Sales Specialist,Mid,Full-time,2018-08-09,,6.4,1035214,4.7,2.8,11,0,EMP1006,No,Active,0,2018,8,,,46+,9-14L,Excellent,0,10.35
EMP1985,Yashasvi Sandhu,Female,27,Master's,Chennai,Operations,Junior Operations Specialist,Junior,Full-time,2016-01-01,,9.01,529963,3.9,3.3,7,0,EMP1039,No,Active,0,2016,1,,,26-35,5-9L,Good,0,5.3
EMP1986,Libni Cherian,Female,45,Master's,Kolkata,Finance,Mid Finance Specialist,Mid,Full-time,2018-12-11,,6.06,1059703,3.9,3.1,51,1,EMP1006,No,Active,0,2018,12,,,46+,9-14L,Good,0,10.6
EMP1987,Amruta Mishra,Female,24,Master's,Hyderabad,Marketing,Manager Marketing Specialist,Manager,Full-time,2016-02-09,,8.9,1921656,3.3,3.6,5,0,EMP1049,No,Active,0,2016,2,,,18-25,14-20L,Good,0,19.22
EMP1988,Faris Basak,Female,32,High School,Hyderabad,Sales,Junior Sales Specialist,Junior,Part-time,2022-09-24,2023-08-26,2.27,434364,2.6,2.3,51,2,EMP1052,Yes,Work-life balance,1,2022,9,2023.0,8.0,26-35,<5L,Average,1,4.34
EMP1989,Advika Boase,Female,35,Master's,Chennai,Finance,Junior Finance Specialist,Junior,Part-time,2016-08-03,,8.42,815853,3.2,2.7,43,0,EMP1084,No,Active,0,2016,8,,,36-45,5-9L,Good,0,8.16
EMP1990,Nicholas Pingle,Male,30,PhD,Mumbai,Engineering,Senior Engineering Specialist,Senior,Part-time,2018-01-21,,6.95,2102696,1.4,3.4,66,0,EMP1002,No,Active,0,2018,1,,,26-35,20L+,Low,0,21.03
EMP1991,Gayathri Saxena,Female,29,Bachelor's,Bengaluru,Sales,Senior Sales Specialist,Senior,Full-time,2019-06-08,,5.57,667143,5.0,4.3,66,0,EMP1069,No,Active,0,2019,6,,,26-35,5-9L,Excellent,0,6.67
EMP1992,Januja Upadhyay,Female,31,Master's,Delhi,Engineering,Mid Engineering Specialist,Mid,Part-time,2023-04-20,,1.7,1350645,3.4,3.4,37,0,EMP1016,No,Active,0,2023,4,,,26-35,9-14L,Good,0,13.51
EMP1993,Hemani Sandal,Male,23,Master's,Bengaluru,Sales,Mid Sales Specialist,Mid,Full-time,2017-04-07,,7.74,546625,3.4,4.1,8,1,EMP1024,No,Active,0,2017,4,,,18-25,5-9L,Good,0,5.47
EMP1994,Hema Patel,Male,26,Bachelor's,Kolkata,Sales,Junior Sales Specialist,Junior,Full-time,2022-10-12,,2.22,345646,2.5,4.6,68,1,EMP1025,No,Active,0,2022,10,,,26-35,<5L,Average,0,3.46
EMP1995,Neha Mahajan,Female,51,Bachelor's,Hyderabad,Marketing,Lead Marketing Specialist,Lead,Full-time,2023-02-17,2023-10-21,1.87,1135981,4.0,3.2,11,0,EMP1020,Yes,Limited growth,1,2023,2,2023.0,10.0,46+,9-14L,Excellent,0,11.36
EMP1996,Vansha Dada,Male,45,Bachelor's,Kolkata,Engineering,Manager Engineering Specialist,Manager,Full-time,2020-09-01,,4.33,1417823,3.4,4.2,35,1,EMP1037,No,Active,0,2020,9,,,46+,14-20L,Good,0,14.18
EMP1997,Anjali Lall,Male,22,Master's,Mumbai,Sales,Senior Sales Specialist,Senior,Part-time,2016-08-10,2024-07-13,8.4,1454356,3.9,2.3,45,0,EMP1019,Yes,Better compensation,1,2016,8,2024.0,7.0,18-25,14-20L,Good,0,14.54
EMP1998,Jackson Taneja,Female,25,PhD,Kolkata,Sales,Manager Sales Specialist,Manager,Full-time,2022-09-03,2023-01-30,2.33,1127396,3.5,1.7,76,0,EMP1003,Yes,Manager issues,1,2022,9,2023.0,1.0,26-35,9-14L,Good,0,11.27
EMP1999,Chaman Devi,Female,36,Diploma,Mumbai,Marketing,Senior Marketing Specialist,Senior,Full-time,2020-05-05,,4.66,1470409,2.2,3.7,36,0,EMP1082,No,Active,0,2020,5,,,36-45,14-20L,Average,0,14.7
EMP2000,Hemal Rai,Male,42,Master's,Hyderabad,HR,Mid HR Specialist,Mid,Contract,2016-09-19,,8.29,642795,3.4,3.8,24,0,EMP1003,No,Active,0,2016,9,,,36-45,5-9L,Good,0,6.43
EMP2001,Aarav Narasimhan,Female,49,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2018-05-13,,6.64,910287,3.6,3.4,49,0,EMP1052,No,Active,0,2018,5,,,46+,9-14L,Good,0,9.1
EMP2002,Ekansh Yohannan,Male,33,Bachelor's,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2019-09-08,,5.32,903245,4.6,2.2,71,0,EMP1028,No,Active,0,2019,9,,,26-35,9-14L,Excellent,0,9.03
EMP2003,Xalak Krish,Female,33,Diploma,Pune,Operations,Senior Operations Specialist,Senior,Part-time,2021-05-17,,3.63,827301,2.7,3.5,56,0,EMP1040,No,Active,0,2021,5,,,26-35,5-9L,Average,0,8.27
EMP2004,Yatan Patel,Male,48,Diploma,Kolkata,Legal,Junior Legal Specialist,Junior,Full-time,2016-08-01,,8.42,1152442,2.1,3.4,10,0,EMP1044,No,Active,0,2016,8,,,46+,9-14L,Average,0,11.52
EMP2005,Dayamai Merchant,Female,22,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2016-10-03,,8.25,1205784,4.7,3.6,26,0,EMP1096,No,Active,0,2016,10,,,18-25,9-14L,Excellent,0,12.06
EMP2006,Mohammed Savant,Female,26,Bachelor's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2023-08-17,,1.38,819979,3.6,2.5,20,1,EMP1063,No,Active,0,2023,8,,,26-35,5-9L,Good,0,8.2
EMP2007,Eiravati Deep,Male,22,Diploma,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-07-24,,1.44,801307,2.9,3.3,15,0,EMP1046,No,Active,0,2023,7,,,18-25,5-9L,Average,0,8.01
EMP2008,Jackson Gera,Female,48,Bachelor's,Delhi,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-09-08,2023-12-03,8.32,771808,3.1,3.3,41,0,EMP1072,Yes,Relocation,1,2016,9,2023.0,12.0,46+,5-9L,Good,0,7.72
EMP2009,Nitesh Sabharwal,Female,27,Master's,Chennai,HR,Junior HR Specialist,Junior,Full-time,2016-09-14,,8.3,334149,2.5,3.8,39,1,EMP1032,No,Active,0,2016,9,,,26-35,<5L,Average,0,3.34
EMP2010,Darsh Sridhar,Male,34,Master's,Kolkata,Sales,Director Sales Specialist,Director,Full-time,2022-06-12,2022-10-20,2.56,1567631,3.8,4.2,50,2,EMP1075,Yes,Better compensation,1,2022,6,2022.0,10.0,26-35,14-20L,Good,0,15.68
EMP2011,Kashish Kanda,Female,50,Bachelor's,Bengaluru,Operations,Senior Operations Specialist,Senior,Contract,2020-01-07,,4.99,570078,2.6,2.9,12,0,EMP1080,No,Active,0,2020,1,,,46+,5-9L,Average,1,5.7
EMP2012,Max Wagle,Female,28,High School,Delhi,Operations,Mid Operations Specialist,Mid,Full-time,2019-06-01,,5.59,494985,2.4,3.4,14,0,EMP1064,No,Active,0,2019,6,,,26-35,<5L,Average,0,4.95
EMP2013,Meghana Murty,Male,38,Bachelor's,Pune,Operations,Junior Operations Specialist,Junior,Contract,2021-08-14,,3.38,628932,3.8,4.5,7,0,EMP1022,No,Active,0,2021,8,,,36-45,5-9L,Good,0,6.29
EMP2014,Shivansh Chacko,Male,30,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2017-09-05,,7.33,895601,3.3,3.3,14,0,EMP1005,No,Active,0,2017,9,,,26-35,5-9L,Good,0,8.96
EMP2015,Watika Bajwa,Male,34,Bachelor's,Chennai,Finance,Junior Finance Specialist,Junior,Full-time,2021-12-31,2023-04-24,3.0,447914,3.5,4.7,52,0,EMP1066,Yes,Better compensation,1,2021,12,2023.0,4.0,26-35,<5L,Good,0,4.48
EMP2016,Bhavika Gaba,Female,45,Bachelor's,Mumbai,Engineering,Lead Engineering Specialist,Lead,Full-time,2023-10-17,,1.21,2341129,2.1,3.8,38,0,EMP1058,No,Active,0,2023,10,,,46+,20L+,Average,0,23.41
EMP2017,Megha Bhasin,Male,26,PhD,Bengaluru,Engineering,Manager Engineering Specialist,Manager,Full-time,2015-12-14,,9.05,2640770,5.0,3.6,26,0,EMP1020,No,Active,0,2015,12,,,26-35,20L+,Excellent,0,26.41
EMP2018,Benjamin Misra,Male,51,Master's,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2017-08-28,2018-01-20,7.35,657717,3.2,2.6,62,1,EMP1043,Yes,Work-life balance,1,2017,8,2018.0,1.0,46+,5-9L,Good,0,6.58
EMP2019,Nidhi Morar,Female,51,Bachelor's,Bengaluru,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-03-09,,8.82,1306444,4.5,1.6,15,0,EMP1088,No,Active,0,2016,3,,,46+,9-14L,Excellent,0,13.06
EMP2020,Jhalak Khare,Female,37,PhD,Chennai,Finance,Junior Finance Specialist,Junior,Contract,2015-07-24,,9.45,866667,4.6,2.3,27,0,EMP1094,No,Active,0,2015,7,,,36-45,5-9L,Excellent,0,8.67
EMP2021,Laban Saraf,Male,50,Master's,Mumbai,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-09-08,2017-11-26,9.32,1983065,3.2,3.3,13,0,EMP1042,Yes,Personal reasons,1,2015,9,2017.0,11.0,46+,14-20L,Good,0,19.83
EMP2022,Champak Sehgal,Male,35,Master's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2017-07-21,,7.45,1528055,2.1,4.0,36,1,EMP1095,No,Active,0,2017,7,,,36-45,14-20L,Average,0,15.28
EMP2023,Caleb Munshi,Male,27,Bachelor's,Bengaluru,HR,Junior HR Specialist,Junior,Full-time,2015-01-29,,9.93,560970,5.0,2.4,11,1,EMP1056,No,Active,0,2015,1,,,26-35,5-9L,Excellent,0,5.61
EMP2024,Niharika Sagar,Male,40,Master's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2023-07-29,,1.43,579625,3.6,3.0,12,1,EMP1094,No,Active,0,2023,7,,,36-45,5-9L,Good,0,5.8
EMP2025,Lakshit Deo,Male,46,Master's,Pune,Engineering,Lead Engineering Specialist,Lead,Contract,2020-01-21,,4.95,2281951,3.7,3.6,28,0,EMP1022,No,Active,0,2020,1,,,46+,20L+,Good,0,22.82
EMP2026,Vedant Kant,Female,49,Diploma,Hyderabad,Marketing,Junior Marketing Specialist,Junior,Full-time,2018-12-16,,6.05,646182,2.9,4.0,63,0,EMP1019,No,Active,0,2018,12,,,46+,5-9L,Average,0,6.46
EMP2027,Vincent Kadakia,Female,34,High School,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2019-04-29,,5.68,2238651,4.8,3.4,50,0,EMP1085,No,Active,0,2019,4,,,26-35,20L+,Excellent,0,22.39
EMP2028,Lakshmi Ganesan,Male,37,Bachelor's,Delhi,HR,Manager HR Specialist,Manager,Full-time,2016-09-10,,8.31,1393712,4.0,2.4,67,0,EMP1039,No,Active,0,2016,9,,,36-45,9-14L,Excellent,0,13.94
EMP2029,Waida Pau,Female,35,Bachelor's,Kolkata,Engineering,Lead Engineering Specialist,Lead,Full-time,2021-02-28,,3.84,1818735,2.6,4.0,11,0,EMP1014,No,Active,0,2021,2,,,36-45,14-20L,Average,0,18.19
EMP2030,Atharv Sami,Male,37,PhD,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-08-17,,6.38,1215454,4.6,3.9,43,1,EMP1044,No,Active,0,2018,8,,,36-45,9-14L,Excellent,0,12.15
