employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason
EMP1943,Kabir Goda,Male,22,High School,Mumbai,Finance,Senior Finance Specialist,Senior,Full-time,2018-11-03,,6.16,1417021,3.2,3.4,62,1,EMP1016,No,
EMP1944,Liam Behl,Male,52,Bachelor's,Kolkata,Finance,Senior Finance Specialist,Senior,Contract,2018-04-26,,6.69,1023254,1.8,4.2,27,0,EMP1066,No,
EMP1945,Baljiwan Bobal,Female,26,Master's,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2022-08-19,2024-12-18,2.37,504212,2.4,3.0,72,0,EMP1030,Yes,Limited growth
EMP1946,Girish Joshi,Male,42,PhD,Mumbai,Engineering,Senior Engineering Specialist,Senior,Part-time,2020-12-14,,4.05,1330359,4.5,2.4,23,0,EMP1079,No,
EMP1947,Zayan Mukhopadhyay,Male,34,Diploma,Hyderabad,Legal,Mid Legal Specialist,Mid,Contract,2017-04-08,,7.74,1259039,1.0,3.8,63,0,EMP1093,No,
EMP1948,Chaitanya Iyer,Male,51,Master's,Pune,Engineering,Manager Engineering Specialist,Manager,Contract,2015-01-02,,10.0,1465904,4.8,4.7,11,1,EMP1018,No,
EMP1949,Kashvi Zacharia,Male,40,Bachelor's,Kolkata,Legal,Junior Legal Specialist,Junior,Full-time,2016-10-18,,8.21,896012,3.6,3.2,32,2,EMP1036,No,
EMP1950,Adya Sundaram,Female,28,Bachelor's,Chennai,HR,Junior HR Specialist,Junior,Full-time,2019-07-03,,5.5,340016,4.0,2.7,45,0,EMP1016,No,
EMP1951,Tanish Shroff,Male,36,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Full-time,2020-11-17,,4.12,746040,3.8,4.1,62,0,EMP1097,No,
EMP1952,Yahvi Peri,Male,40,Bachelor's,Chennai,Legal,Manager Legal Specialist,Manager,Full-time,2018-10-30,2021-12-09,6.18,2688942,4.2,3.2,66,1,EMP1029,Yes,Better compensation
EMP1953,Chakrika Parekh,Male,44,High School,Hyderabad,Legal,Mid Legal Specialist,Mid,Full-time,2015-12-29,,9.01,1479587,3.0,3.6,17,2,EMP1036,No,
EMP1954,Pranav Sinha,Male,43,PhD,Delhi,Finance,Lead Finance Specialist,Lead,Full-time,2023-03-20,,1.79,1441873,2.0,3.0,16,1,EMP1063,No,
EMP1955,Jagdish Bains,Male,46,PhD,Hyderabad,Sales,Junior Sales Specialist,Junior,Full-time,2020-07-20,,4.45,486197,3.1,3.1,76,0,EMP1067,No,
EMP1956,Forum Chatterjee,Female,42,Diploma,Pune,Finance,Manager Finance Specialist,Manager,Full-time,2022-06-27,,2.52,1637071,3.5,2.9,34,0,EMP1087,No,
EMP1957,Ladli Varkey,Male,42,Master's,Kolkata,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-10-09,,3.23,2189930,4.3,3.6,70,0,EMP1052,No,
EMP1958,Chaitaly Bhalla,Female,32,Bachelor's,Hyderabad,Operations,Lead Operations Specialist,Lead,Part-time,2022-01-16,2023-11-17,2.96,1291396,3.4,2.9,62,1,EMP1033,Yes,Better compensation
EMP1959,Bina Sachdeva,Male,47,Bachelor's,Hyderabad,Sales,Mid Sales Specialist,Mid,Full-time,2022-08-29,,2.34,786824,4.1,2.8,37,1,EMP1021,No,
EMP1960,Kalpit Golla,Female,27,PhD,Kolkata,Operations,Junior Operations Specialist,Junior,Full-time,2023-08-24,,1.36,526440,2.9,3.3,49,1,EMP1095,No,
EMP1961,Amrita Chander,Male,37,Master's,Kolkata,Operations,Lead Operations Specialist,Lead,Full-time,2017-07-21,2018-10-24,7.45,1138062,2.3,2.4,37,2,EMP1063,Yes,Work-life balance
EMP1962,Yutika Radhakrishnan,Male,25,Bachelor's,Delhi,Operations,Mid Operations Specialist,Mid,Contract,2019-11-29,,5.09,797696,4.1,3.8,75,0,EMP1072,No,
EMP1963,Urishilla Sami,Male,41,Diploma,Chennai,HR,Mid HR Specialist,Mid,Full-time,2019-06-19,,5.54,752594,3.6,4.4,37,0,EMP1044,No,
EMP1964,Thomas Dhaliwal,Female,48,PhD,Kolkata,Marketing,Mid Marketing Specialist,Mid,Full-time,2019-06-14,,5.55,693372,3.3,4.0,76,3,EMP1042,No,
EMP1965,Falan Kapadia,Non-binary,22,Master's,Kolkata,Engineering,Director Engineering Specialist,Director,Full-time,2019-12-18,,5.04,1789409,3.3,3.8,32,0,EMP1029,No,
EMP1966,Hiral Sani,Male,41,Master's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2017-06-03,,7.58,906885,2.9,1.4,74,3,EMP1025,No,
EMP1967,Charvi Chaudhary,Non-binary,45,Bachelor's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Contract,2020-10-25,,4.19,1577202,3.3,4.9,37,0,EMP1047,No,
EMP1968,Ishaan Dalal,Female,44,Bachelor's,Pune,HR,Manager HR Specialist,Manager,Full-time,2017-08-19,2019-05-21,7.37,1030387,4.1,3.9,16,3,EMP1065,Yes,Limited growth
EMP1969,Barkha Basak,Male,33,Master's,Chennai,Operations,Senior Operations Specialist,Senior,Contract,2021-01-01,,4.0,848505,3.5,3.8,32,0,EMP1074,No,
EMP1970,Bahadurjit Dave,Male,27,Bachelor's,Hyderabad,Marketing,Lead Marketing Specialist,Lead,Full-time,2020-02-29,,4.84,1701884,2.9,3.3,11,2,EMP1062,No,
EMP1971,Atharv Munshi,Male,50,Master's,Chennai,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-08-28,2024-12-18,8.35,1296147,3.9,2.7,59,1,EMP1018,Yes,Better compensation
EMP1972,Kala Sachar,Male,29,Master's,Pune,Engineering,Director Engineering Specialist,Director,Contract,2017-05-31,,7.59,3805103,3.0,3.6,22,1,EMP1088,No,
EMP1973,Gauri Lalla,Female,46,High School,Pune,HR,Senior HR Specialist,Senior,Full-time,2015-01-28,,9.93,851846,3.9,2.3,56,1,EMP1094,No,
EMP1974,Alexander Gour,Male,25,Diploma,Pune,Marketing,Junior Marketing Specialist,Junior,Full-time,2021-09-29,2024-10-06,3.26,513977,1.6,1.7,53,1,EMP1049,Yes,Work-life balance
EMP1975,Ekaja Sachar,Male,35,PhD,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2016-07-21,,8.45,986202,3.0,3.5,37,0,EMP1030,No,
EMP1976,Mekhala Pandya,Female,22,PhD,Bengaluru,Sales,Mid Sales Specialist,Mid,Contract,2022-04-05,,2.74,518363,3.0,4.9,11,1,EMP1013,No,
EMP1977,Tara Sodhi,Male,50,Master's,Delhi,Engineering,Junior Engineering Specialist,Junior,Part-time,2020-12-07,,4.07,458092,3.7,3.9,26,0,EMP1080,No,
EMP1978,Yashica Lata,Female,50,Bachelor's,Kolkata,Marketing,Mid Marketing Specialist,Mid,Contract,2021-01-01,2022-02-11,4.0,798347,3.9,3.7,26,0,EMP1057,Yes,Work-life balance
EMP1979,Sarthak Chawla,Male,51,Bachelor's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2015-06-08,,9.57,764689,3.3,4.2,27,1,EMP1022,No,
EMP1980,Triya Din,Female,52,Master's,Chennai,Sales,Manager Sales Specialist,Manager,Full-time,2020-07-31,,4.42,1198890,2.5,2.2,53,1,EMP1015,No,
EMP1981,Victor Baria,Female,37,Bachelor's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-09-26,,9.27,1739419,4.1,3.9,11,2,EMP1062,No,
EMP1982,Theodore Dhillon,Female,24,Master's,Delhi,HR,Lead HR Specialist,Lead,Contract,2022-05-25,,2.61,1215399,2.7,2.8,76,1,EMP1069,No,
EMP1983,Chandani Parikh,Female,31,Diploma,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-06-28,,1.51,1072618,4.3,2.5,52,0,EMP1004,No,
EMP1984,Dev Chana,Male,47,Master's,Kolkata,Sales,Mid Sales Specialist,Mid,Full-time,2018-08-09,,6.4,1035214,4.7,2.8,11,0,EMP1006,No,
EMP1985,Yashasvi Sandhu,Female,27,Master's,Chennai,Operations,Junior Operations Specialist,Junior,Full-time,2016-01-01,,9.01,529963,3.9,3.3,7,0,EMP1039,No,
EMP1986,Libni Cherian,Female,45,Master's,Kolkata,Finance,Mid Finance Specialist,Mid,Full-time,2018-12-11,,6.06,1059703,3.9,3.1,51,1,EMP1006,No,
EMP1987,Amruta Mishra,Female,24,Master's,Hyderabad,Marketing,Manager Marketing Specialist,Manager,Full-time,2016-02-09,,8.9,1921656,3.3,3.6,5,0,EMP1049,No,
EMP1988,Faris Basak,Female,32,High School,Hyderabad,Sales,Junior Sales Specialist,Junior,Part-time,2022-09-24,2023-08-26,2.27,434364,2.6,2.3,51,2,EMP1052,Yes,Work-life balance
EMP1989,Advika Boase,Female,35,Master's,Chennai,Finance,Junior Finance Specialist,Junior,Part-time,2016-08-03,,8.42,815853,3.2,2.7,43,0,EMP1084,No,
EMP1990,Nicholas Pingle,Male,30,PhD,Mumbai,Engineering,Senior Engineering Specialist,Senior,Part-time,2018-01-21,,6.95,2102696,1.4,3.4,66,0,EMP1002,No,
EMP1991,Gayathri Saxena,Female,29,Bachelor's,Bengaluru,Sales,Senior Sales Specialist,Senior,Full-time,2019-06-08,,5.57,667143,5.0,4.3,66,0,EMP1069,No,
EMP1992,Januja Upadhyay,Female,31,Master's,Delhi,Engineering,Mid Engineering Specialist,Mid,Part-time,2023-04-20,,1.7,1350645,3.4,3.4,37,0,EMP1016,No,
EMP1993,Hemani Sandal,Male,23,Master's,Bengaluru,Sales,Mid Sales Specialist,Mid,Full-time,2017-04-07,,7.74,546625,3.4,4.1,8,1,EMP1024,No,
EMP1994,Hema Patel,Male,26,Bachelor's,Kolkata,Sales,Junior Sales Specialist,Junior,Full-time,2022-10-12,,2.22,345646,2.5,4.6,68,1,EMP1025,No,
EMP1995,Neha Mahajan,Female,51,Bachelor's,Hyderabad,Marketing,Lead Marketing Specialist,Lead,Full-time,2023-02-17,2023-10-21,1.87,1135981,4.0,3.2,11,0,EMP1020,Yes,Limited growth
EMP1996,Vansha Dada,Male,45,Bachelor's,Kolkata,Engineering,Manager Engineering Specialist,Manager,Full-time,2020-09-01,,4.33,1417823,3.4,4.2,35,1,EMP1037,No,
EMP1997,Anjali Lall,Male,22,Master's,Mumbai,Sales,Senior Sales Specialist,Senior,Part-time,2016-08-10,2024-07-13,8.4,1454356,3.9,2.3,45,0,EMP1019,Yes,Better compensation
EMP1998,Jackson Taneja,Female,25,PhD,Kolkata,Sales,Manager Sales Specialist,Manager,Full-time,2022-09-03,2023-01-30,2.33,1127396,3.5,1.7,76,0,EMP1003,Yes,Manager issues
EMP1999,Chaman Devi,Female,36,Diploma,Mumbai,Marketing,Senior Marketing Specialist,Senior,Full-time,2020-05-05,,4.66,1470409,2.2,3.7,36,0,EMP1082,No,
EMP2000,Hemal Rai,Male,42,Master's,Hyderabad,HR,Mid HR Specialist,Mid,Contract,2016-09-19,,8.29,642795,3.4,3.8,24,0,EMP1003,No,
EMP2001,Aarav Narasimhan,Female,49,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2018-05-13,,6.64,910287,3.6,3.4,49,0,EMP1052,No,
EMP2002,Ekansh Yohannan,Male,33,Bachelor's,Chennai,Operations,Mid Operations Specialist,Mid,Full-time,2019-09-08,,5.32,903245,4.6,2.2,71,0,EMP1028,No,
EMP2003,Xalak Krish,Female,33,Diploma,Pune,Operations,Senior Operations Specialist,Senior,Part-time,2021-05-17,,3.63,827301,2.7,3.5,56,0,EMP1040,No,
EMP2004,Yatan Patel,Male,48,Diploma,Kolkata,Legal,Junior Legal Specialist,Junior,Full-time,2016-08-01,,8.42,1152442,2.1,3.4,10,0,EMP1044,No,
EMP2005,Dayamai Merchant,Female,22,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2016-10-03,,8.25,1205784,4.7,3.6,26,0,EMP1096,No,
EMP2006,Mohammed Savant,Female,26,Bachelor's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2023-08-17,,1.38,819979,3.6,2.5,20,1,EMP1063,No,
EMP2007,Eiravati Deep,Male,22,Diploma,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2023-07-24,,1.44,801307,2.9,3.3,15,0,EMP1046,No,
EMP2008,Jackson Gera,Female,48,Bachelor's,Delhi,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-09-08,2023-12-03,8.32,771808,3.1,3.3,41,0,EMP1072,Yes,Relocation
EMP2009,Nitesh Sabharwal,Female,27,Master's,Chennai,HR,Junior HR Specialist,Junior,Full-time,2016-09-14,,8.3,334149,2.5,3.8,39,1,EMP1032,No,
EMP2010,Darsh Sridhar,Male,34,Master's,Kolkata,Sales,Director Sales Specialist,Director,Full-time,2022-06-12,2022-10-20,2.56,1567631,3.8,4.2,50,2,EMP1075,Yes,Better compensation
EMP2011,Kashish Kanda,Female,50,Bachelor's,Bengaluru,Operations,Senior Operations Specialist,Senior,Contract,2020-01-07,,4.99,570078,2.6,2.9,12,0,EMP1080,No,
EMP2012,Max Wagle,Female,28,High School,Delhi,Operations,Mid Operations Specialist,Mid,Full-time,2019-06-01,,5.59,494985,2.4,3.4,14,0,EMP1064,No,
EMP2013,Meghana Murty,Male,38,Bachelor's,Pune,Operations,Junior Operations Specialist,Junior,Contract,2021-08-14,,3.38,628932,3.8,4.5,7,0,EMP1022,No,
EMP2014,Shivansh Chacko,Male,30,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2017-09-05,,7.33,895601,3.3,3.3,14,0,EMP1005,No,
EMP2015,Watika Bajwa,Male,34,Bachelor's,Chennai,Finance,Junior Finance Specialist,Junior,Full-time,2021-12-31,2023-04-24,3.0,447914,3.5,4.7,52,0,EMP1066,Yes,Better compensation
EMP2016,Bhavika Gaba,Female,45,Bachelor's,Mumbai,Engineering,Lead Engineering Specialist,Lead,Full-time,2023-10-17,,1.21,2341129,2.1,3.8,38,0,EMP1058,No,
EMP2017,Megha Bhasin,Male,26,PhD,Bengaluru,Engineering,Manager Engineering Specialist,Manager,Full-time,2015-12-14,,9.05,2640770,5.0,3.6,26,0,EMP1020,No,
EMP2018,Benjamin Misra,Male,51,Master's,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2017-08-28,2018-01-20,7.35,657717,3.2,2.6,62,1,EMP1043,Yes,Work-life balance
EMP2019,Nidhi Morar,Female,51,Bachelor's,Bengaluru,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-03-09,,8.82,1306444,4.5,1.6,15,0,EMP1088,No,
EMP2020,Jhalak Khare,Female,37,PhD,Chennai,Finance,Junior Finance Specialist,Junior,Contract,2015-07-24,,9.45,866667,4.6,2.3,27,0,EMP1094,No,
EMP2021,Laban Saraf,Male,50,Master's,Mumbai,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-09-08,2017-11-26,9.32,1983065,3.2,3.3,13,0,EMP1042,Yes,Personal reasons
EMP2022,Champak Sehgal,Male,35,Master's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2017-07-21,,7.45,1528055,2.1,4.0,36,1,EMP1095,No,
EMP2023,Caleb Munshi,Male,27,Bachelor's,Bengaluru,HR,Junior HR Specialist,Junior,Full-time,2015-01-29,,9.93,560970,5.0,2.4,11,1,EMP1056,No,
EMP2024,Niharika Sagar,Male,40,Master's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2023-07-29,,1.43,579625,3.6,3.0,12,1,EMP1094,No,
EMP2025,Lakshit Deo,Male,46,Master's,Pune,Engineering,Lead Engineering Specialist,Lead,Contract,2020-01-21,,4.95,2281951,3.7,3.6,28,0,EMP1022,No,
EMP2026,Vedant Kant,Female,49,Diploma,Hyderabad,Marketing,Junior Marketing Specialist,Junior,Full-time,2018-12-16,,6.05,646182,2.9,4.0,63,0,EMP1019,No,
EMP2027,Vincent Kadakia,Female,34,High School,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2019-04-29,,5.68,2238651,4.8,3.4,50,0,EMP1085,No,
EMP2028,Lakshmi Ganesan,Male,37,Bachelor's,Delhi,HR,Manager HR Specialist,Manager,Full-time,2016-09-10,,8.31,1393712,4.0,2.4,67,0,EMP1039,No,
EMP2029,Waida Pau,Female,35,Bachelor's,Kolkata,Engineering,Lead Engineering Specialist,Lead,Full-time,2021-02-28,,3.84,1818735,2.6,4.0,11,0,EMP1014,No,
EMP2030,Atharv Sami,Male,37,PhD,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-08-17,,6.38,1215454,4.6,3.9,43,1,EMP1044,No,
EMP2031,Jagat Mitter,Female,32,Master's,Kolkata,Engineering,Senior Engineering Specialist,Senior,Full-time,2022-09-02,,2.33,2126000,3.1,3.6,20,0,EMP1061,No,
EMP2032,Watika Palan,Female,50,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Part-time,2020-01-06,2022-02-02,4.99,1016024,2.4,3.6,75,0,EMP1043,Yes,Work-life balance
EMP2033,Aditya Dube,Female,44,Master's,Mumbai,Operations,Senior Operations Specialist,Senior,Part-time,2016-06-04,,8.58,985234,3.0,3.2,35,0,EMP1061,No,
EMP2034,Luke Lad,Male,32,Bachelor's,Hyderabad,Engineering,Manager Engineering Specialist,Manager,Full-time,2018-07-07,,6.49,3431623,3.6,3.2,38,0,EMP1050,No,
EMP2035,Chaitanya Chaudhary,Female,37,Bachelor's,Chennai,Engineering,Lead Engineering Specialist,Lead,Full-time,2023-11-16,,1.13,2000207,3.3,5.0,49,1,EMP1062,No,
EMP2036,Sai Sama,Male,50,Master's,Kolkata,Finance,Senior Finance Specialist,Senior,Part-time,2023-10-15,,1.21,1257007,3.2,3.3,28,2,EMP1077,No,
EMP2037,Lipika Ben,Female,31,Bachelor's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2018-04-25,,6.69,1125748,2.9,4.3,5,0,EMP1027,No,
EMP2038,Aarini Deo,Male,36,Master's,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2015-04-14,,9.72,346349,3.3,3.0,52,1,EMP1077,No,
EMP2039,Ria Pandya,Male,41,Master's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2018-07-10,,6.48,1006867,4.5,4.9,45,2,EMP1016,No,
EMP2040,Bakhshi Sanghvi,Female,39,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-08-30,,6.34,1159157,2.9,1.9,54,0,EMP1079,No,
EMP2041,Finn Kannan,Female,50,Master's,Chennai,Finance,Lead Finance Specialist,Lead,Full-time,2015-05-22,,9.62,1829297,4.2,3.0,20,0,EMP1009,No,
EMP2042,Turvi Salvi,Male,33,High School,Delhi,Operations,Junior Operations Specialist,Junior,Full-time,2016-02-23,,8.86,605980,4.0,1.8,47,1,EMP1064,No,
EMP2043,Anya Merchant,Female,39,PhD,Kolkata,Finance,Mid Finance Specialist,Mid,Full-time,2015-09-12,,9.31,1130924,4.1,2.5,24,0,EMP1034,No,
EMP2044,Yachana Mistry,Female,37,Bachelor's,Mumbai,Sales,Junior Sales Specialist,Junior,Part-time,2015-08-20,,9.37,655417,4.0,3.6,23,2,EMP1018,No,
EMP2045,Christopher Kant,Male,46,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Full-time,2018-08-15,,6.38,1057866,2.6,3.2,57,1,EMP1006,No,
EMP2046,Ira Garg,Male,24,Master's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2015-05-28,,9.6,442952,3.9,3.7,25,0,EMP1020,No,
EMP2047,Sneha Sehgal,Male,48,Bachelor's,Pune,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-01-14,,2.96,1229702,3.9,5.0,29,0,EMP1034,No,
EMP2048,Harini Kakar,Female,43,Master's,Hyderabad,Sales,Mid Sales Specialist,Mid,Full-time,2022-04-18,,2.71,741998,2.1,5.0,18,0,EMP1014,No,
EMP2049,Vinaya Mammen,Male,44,Master's,Pune,Marketing,Senior Marketing Specialist,Senior,Part-time,2017-04-22,,7.7,970765,3.5,2.8,50,0,EMP1083,No,
EMP2050,Varsha Om,Male,32,Bachelor's,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-05-10,2021-09-02,3.65,1507427,2.3,3.6,45,0,EMP1051,Yes,Better compensation
EMP2051,Hemangini Mahajan,Female,43,PhD,Mumbai,Finance,Senior Finance Specialist,Senior,Full-time,2016-11-07,,8.15,1444485,3.3,5.0,17,2,EMP1004,No,
EMP2052,Gaurav Madan,Female,27,Bachelor's,Delhi,HR,Senior HR Specialist,Senior,Full-time,2015-02-15,2020-05-11,9.88,1112687,2.2,1.7,28,3,EMP1095,Yes,Limited growth
EMP2053,Teerth Nagarajan,Male,26,Bachelor's,Kolkata,Operations,Manager Operations Specialist,Manager,Contract,2015-11-08,2024-09-26,9.15,1192431,3.7,2.4,19,2,EMP1096,Yes,Better compensation
EMP2054,Thomas Khosla,Male,25,Bachelor's,Mumbai,Sales,Manager Sales Specialist,Manager,Full-time,2023-11-22,,1.11,933281,1.3,3.8,78,1,EMP1035,No,
EMP2055,Ikbal Memon,Male,24,Bachelor's,Hyderabad,Legal,Mid Legal Specialist,Mid,Full-time,2022-11-18,,2.12,1973146,3.7,4.0,67,0,EMP1060,No,
EMP2056,Xalak Handa,Female,44,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2015-02-24,,9.86,817162,4.4,2.6,38,0,EMP1035,No,
EMP2057,Gautami Mand,Non-binary,23,PhD,Kolkata,Sales,Manager Sales Specialist,Manager,Part-time,2017-02-09,,7.9,1300745,3.9,4.7,75,2,EMP1063,No,
EMP2058,Kabir Srivastava,Male,27,Bachelor's,Delhi,Sales,Lead Sales Specialist,Lead,Part-time,2023-01-09,2024-04-19,1.98,717390,2.0,2.3,73,0,EMP1095,Yes,Limited growth
EMP2059,Chakradev Setty,Non-binary,46,Bachelor's,Kolkata,Operations,Senior Operations Specialist,Senior,Full-time,2019-07-26,,5.44,742866,3.3,3.9,67,1,EMP1053,No,
EMP2060,Ati Rama,Male,33,Master's,Hyderabad,Sales,Mid Sales Specialist,Mid,Part-time,2019-11-04,,5.16,551689,3.0,3.0,25,2,EMP1044,No,
EMP2061,Geetika Sinha,Female,27,PhD,Pune,Marketing,Mid Marketing Specialist,Mid,Full-time,2022-01-04,,2.99,664980,3.4,2.6,30,1,EMP1051,No,
EMP2062,Upma Subramaniam,Male,40,Bachelor's,Pune,Engineering,Junior Engineering Specialist,Junior,Full-time,2019-09-13,,5.3,718421,2.5,4.2,25,1,EMP1088,No,
EMP2063,Nathan Sharma,Female,39,Diploma,Pune,Engineering,Senior Engineering Specialist,Senior,Full-time,2018-10-03,,6.25,2071750,2.5,4.2,54,0,EMP1045,No,
EMP2064,Yashica Brar,Male,44,Diploma,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2022-09-18,,2.29,604029,3.8,2.0,68,1,EMP1064,No,
EMP2065,Isha Kala,Female,39,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2015-10-23,,9.2,891489,2.9,4.7,6,0,EMP1016,No,
EMP2066,Harish Chanda,Male,52,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2023-09-14,,1.3,543221,2.6,3.2,80,0,EMP1050,No,
EMP2067,Ganga Parsa,Female,40,Bachelor's,Hyderabad,Operations,Mid Operations Specialist,Mid,Contract,2018-05-29,,6.6,849120,3.8,4.3,67,0,EMP1004,No,
EMP2068,Agastya Virk,Male,40,Master's,Delhi,Operations,Mid Operations Specialist,Mid,Contract,2020-04-23,,4.69,821972,3.2,3.1,66,3,EMP1049,No,
EMP2069,Dayita Pradhan,Male,45,PhD,Chennai,Sales,Junior Sales Specialist,Junior,Contract,2020-06-19,,4.54,376828,4.5,5.0,62,0,EMP1044,No,
EMP2070,Bhavani Wali,Female,36,Bachelor's,Hyderabad,Legal,Junior Legal Specialist,Junior,Full-time,2020-04-06,,4.74,588789,4.2,3.7,20,1,EMP1087,No,
EMP2071,Priya Minhas,Male,40,Bachelor's,Pune,Operations,Lead Operations Specialist,Lead,Full-time,2020-09-04,,4.33,1159662,2.8,2.9,10,0,EMP1016,No,
EMP2072,Balveer Hayer,Male,31,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2020-07-04,,4.5,888213,3.8,4.0,23,2,EMP1010,No,
EMP2073,Isha Wable,Female,50,Bachelor's,Hyderabad,Operations,Junior Operations Specialist,Junior,Full-time,2020-06-14,,4.55,404429,4.5,4.2,27,0,EMP1088,No,
EMP2074,Sneha Padmanabhan,Female,25,Bachelor's,Mumbai,Engineering,Senior Engineering Specialist,Senior,Full-time,2020-07-13,,4.47,1599176,2.2,4.5,76,0,EMP1064,No,
EMP2075,Sathvik Jha,Female,42,Master's,Hyderabad,Finance,Mid Finance Specialist,Mid,Full-time,2022-11-02,,2.16,950089,2.6,3.3,39,0,EMP1090,No,
EMP2076,Advik Bhargava,Male,34,Master's,Mumbai,HR,Mid HR Specialist,Mid,Contract,2015-09-24,,9.28,424591,3.6,5.0,21,0,EMP1021,No,
EMP2077,Brijesh Varty,Male,30,Master's,Kolkata,Operations,Junior Operations Specialist,Junior,Full-time,2017-02-04,,7.91,405821,5.0,4.1,78,0,EMP1072,No,
EMP2078,Jagdish Choudhary,Male,33,Bachelor's,Kolkata,Finance,Junior Finance Specialist,Junior,Full-time,2017-04-09,,7.73,507091,3.3,4.1,71,1,EMP1075,No,
EMP2079,Warda Grover,Male,28,Bachelor's,Hyderabad,Finance,Mid Finance Specialist,Mid,Full-time,2018-05-27,,6.6,716875,4.1,3.3,31,0,EMP1050,No,
EMP2080,Nirja Mannan,Male,49,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2022-01-12,,2.97,1025251,4.8,3.8,13,1,EMP1032,No,
EMP2081,Yashica Varty,Male,46,Bachelor's,Kolkata,Sales,Senior Sales Specialist,Senior,Full-time,2019-08-21,,5.37,1172436,3.8,4.2,54,0,EMP1086,No,
EMP2082,Varsha Gopal,Male,51,Bachelor's,Pune,Engineering,Senior Engineering Specialist,Senior,Contract,2019-03-11,,5.81,1955550,3.7,4.4,69,2,EMP1083,No,
EMP2083,Ikshita Srinivas,Male,24,Bachelor's,Bengaluru,Sales,Manager Sales Specialist,Manager,Full-time,2022-02-15,,2.88,1049604,2.9,3.1,75,0,EMP1100,No,
EMP2084,Ekalinga Chakrabarti,Male,47,High School,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2022-03-12,,2.81,335336,2.5,4.0,72,1,EMP1040,No,
EMP2085,Aarini Prakash,Female,40,Master's,Chennai,Sales,Lead Sales Specialist,Lead,Full-time,2020-04-08,,4.73,1475811,4.0,4.0,77,0,EMP1044,No,
EMP2086,Eiravati Gole,Male,42,Bachelor's,Delhi,Engineering,Junior Engineering Specialist,Junior,Contract,2020-06-28,,4.51,999159,4.7,3.6,80,0,EMP1041,No,
EMP2087,Bhavini Vyas,Male,48,Bachelor's,Chennai,Sales,Manager Sales Specialist,Manager,Full-time,2018-08-20,,6.37,1278539,3.9,2.6,37,1,EMP1086,No,
EMP2088,Leena Kanda,Male,43,Bachelor's,Pune,Operations,Senior Operations Specialist,Senior,Full-time,2023-08-14,,1.38,725194,3.1,4.2,30,1,EMP1075,No,
EMP2089,Vedant Misra,Female,48,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Part-time,2016-04-25,,8.69,776564,4.1,3.3,51,0,EMP1062,No,
